domain,total,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15
ibnsouthafrica.com,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ic-africa.co.za,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
icasa.co.za,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ice3x.com,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
icg.co.za,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
icsa.co.za,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ieabroad.com,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
immgrationsouthafrica.org,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
immigra.co.za,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
immigrantassure.co.za,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
immigrantsa.com,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
immigratesa.com,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
immigratetosa.co.za,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
immigrating.com,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
immigration-southafrica.org,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
immigrationadvicesouthafrica.co.za,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
immigrationadvisory.co.za,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
immigrationassist.co.za,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
immigrationcompany.co.za,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
immigrationcomplianceservices.co.za,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
immigrationcorp.co.za,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
immigrationcorporation.com,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
immigrationdirectsa.co.za,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
immigrationlawsouthafrica.co.za,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
immigrationlawsouthafrica.com,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
immigrationpartners.co.za,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
immigrationpracticegroup.co.za,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
immigrationsouthafricaonline.com,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
immigrationsouthafricapro.com,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
immigrationsouthafricasa.com,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
immigrationsouthafricavfs.com,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
immigroup.co.za,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
immisa.org,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
intergate-visalink.co.za,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
intergate.co.za,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
intergest.com,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
international)](https,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
internationsgo.com,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
invest](https,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ipa-immigration.com,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
isaglobal.co.za,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
it](https,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ivisa.com,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ivs-sa.co.za,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ivs-sa.com,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ivs.co.za,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
judincombrinck.co.za,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
jurgensimmigration.co.za,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
kenamedia.co.za,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kenaope.co.za,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
keshgroup.co.za,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
kgrnco.com,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
khonology.com,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
kia-immigration.com,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
klmimmigration.com,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kornferry.com,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
kpg.co.za,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
kreston.co.za,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
kznvisas.co.za,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
labourman.co.za,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
labournet.co.za,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
labourprotect.co.za,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
leapfrogmigration.com,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
learnabroad.co.za,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
legal-aid.co.za,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
legalese.co.za,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
lemasa.co.za,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
licenceassist.co.za,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
liquidationcentre.co.za,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
liquidationservices.co.za,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
logoodstanding.co.za,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lovevolunteers.org,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
lr-inc.co.za,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
lwo.co.za,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
majconsulting.co.za,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
management](https,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
mardale.co.za,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
marwick.co.za,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mda-attorneys.co.za,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mdaattorneys.co.za,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
mdaimmigration.co.za,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
mdainc.co.za,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
mdhaccountants.co.za,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
mdrcorporate.co.za,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mdsvizapak.co.za,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
medcorelicensing.co.za,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
medicare.co.za,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
medipost.co.za,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medirite.co.za,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mediswitch.co.za,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
medscheme.com,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
mercantile.co.za,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
merchantec.co.za,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mercury-fx.com,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
migrate-to-southafrica.com,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
migrateimmigration.com,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
migrateto-southafrica.com,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
migratewithb.com,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
migratewithq.com,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
migrationexpert.co.za,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
migrationservices.co.za,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mindcor.com,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
mindmuzik.com,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mindworx.co.za,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
moore.co.za,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
movetoafrica.co.za,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
mra.co.za,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
multinet.co.za,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
myimmigration.co.za,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
mysouthafricavisa.com,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mytherapyroom.co.za,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
mzansicommunications.co.za,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mzansistudyabroad.co.za,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mzansitenders.co.za,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
nationaldebtadvisors.co.za,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
nedbankprivatewealth.com,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
network](https,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
neurodiversitycentre.co.za,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
newtonsimmigration.co.za,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
nexiasabt.co.za,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
nexustax.co.za,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
nmg-group.com,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
nmgbenefits.co.za,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nwi.co.za,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
octagon.co.za,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
octagonafrica.com,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
octagonlegal.co.za,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
octagontax.co.za,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
octofin.co.za,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
office](https,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
oisa.co.za,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
omnihrc.com,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
oneworldvolunteers.org,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
optifin.co.za,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
outsourcedcfo.co.za,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
passport-sa.co.za,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
passport-south-africa.co.za,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
passport-southafrica.co.za,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
passportpower.co.za,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
passportrenewal.co.za,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
pathsglobal.com,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
pathsimmigration.com,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
pathwaysafrica.com,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
pathwaystofreedom.co.za,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
pathwaystosouthafrica.com,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
pathwaysworld.com,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
pavs.co.za,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
paymaster.co.za,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
permits-and-visas.co.za,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
permits.co.za,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
pharmasolutions.co.za,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
philipgamble.co.uk,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
pmgymt.com,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
pro-edge.co.za,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
pro-labourconsulting.co.za,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
proactivetax.co.za,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
probono.org,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
projects-abroad.co.za,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
projects-abroad.com,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
protaxaccounting.co.za,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
psychmatters.co.za,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
psychometricassessments.co.za,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
psychometrictesting.co.za,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
psyssa.com,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ptycompanyregistration.co.za,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
pvzone.co.za,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
quest.co.za,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
randburgimmigration.co.za,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
recruitment](https,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
reganvanrooy.com,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
regulatedmigration.co.za,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
relocateglobal.co.za,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
relocation)](https,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
relocation-law.co.za,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
relocationinternational.co.za,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
remneris.co.za,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
remunerationconsultants.co.za,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
resolvetaxdebt.co.za,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
revix.com,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
rmb.co.za,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
rsmza.co.za,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sa-immigration.com,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
saaac.com,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
saacap)](https,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
saacp)](https,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
saaps)](https,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
saasw)](https,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
sabletrust.com,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sabt.co.za,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sacap)](https,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sacryptotax.co.za,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sacryptotax.com,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sadag)](https,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sadag.org,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
saemigration.com,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
safcoin.co.za,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
safferys.com,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
saffreys.com,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
saimmigrations.co.za,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
saimmigrationservices.co.za,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
saimmigrationservices.com,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
samisgration.com,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
samisration.com,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
sane](https,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sanea](https,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sanlam.com,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sarscryptotax.co.za,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sarsdebtsolutions.co.za,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sarsfiling.co.za,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sarslegal.co.za,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sarstaxadvisors.co.za,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sarstaxconsultants.co.za,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sarstaxhelp.co.za,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sarstaxpractitioner.co.za,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sasch)](https,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
sasop)](https,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sastudy.co.za,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sataxdepartment.co.za,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sataxpractice.co.za,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sataxpro.co.za,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sataxsolutions.co.za,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sataxspecialists.co.za,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
satenderassist.co.za,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
satenders.co.za,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
savc.co.za,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sbclaw.co.za,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
sbnimmigration.com,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
sbsforex.co.za,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
scoinify.com,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sebatagroup.co.za,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
serr.co.za,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
services)](https,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
shl.com,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sialegal.com,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
simpletax.co.za,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sincereimmigration.com,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sivervestmigration.com,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
siyandacpa.co.za,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
siza.co.za,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
skillsacademy.co.za,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
skillsdevelopmentagency.co.za,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
skillsdynamics.com,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sloane.co.za,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
snaxconsulting.co.za,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
solutions)](https,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
southafrica-immigration.net,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
southafrica-newyork.net,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
southafricaimmigration.com,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
southafricanimmigration.com,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
southafricanvisas.com,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
southernstarimmigration.com,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sovereignwealth.co.za,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sovtech.co.za,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
specialised.com,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
specialisedapplications.co.za,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
specialisedapps.co.za,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
specializedeng.co.za,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
specializedsolarsystems.co.za,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
spoor.com,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
sps-international.com,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
spsinternational.co.za,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sri-immigration.com,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
staffing](https,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
statusglobal.co.za,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
statusmigration.com,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
statussolutionssa.co.za,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
statusupdate.co.za,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
stays](https,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
stbvisas.co.za,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
stcvisa.co.za,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
stcvisas.co.za,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
stratasat.co.za,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
studyabroadagency.co.za,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
studyabroadsa.co.za,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
surenforex.com,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
suretravel.co.za,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
sva-international.com,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
svaforex.co.za,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
swglobal.com,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
swiftreg.co.za,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
synthesis.co.za,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
talentafrica.co.za,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
talentsolutions.co.za,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
talentsolutions.com,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tara.co.za,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tax-lawyers.co.za,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tax-rite.co.za,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
taxadvisory.co.za,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
taxationservices.co.za,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
taxattorney.co.za,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
taxcare.co.za,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
taxco.co.za,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
taxcompliancesa.co.za,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
taxcorpsa.co.za,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
taxcrypto.co.za,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
taxdebtadvice.co.za,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
taxdebtbusters.co.za,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
taxdebtcompany.co.za,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
taxdebtcompromise.co.za,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
taxdebtfix.co.za,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
taxdebtgone.co.za,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
taxdebthelpsa.co.za,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
taxdebtinsure.co.za,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
taxdebtlawyers.co.za,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
taxdebtone.co.za,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
taxdebtsolved.co.za,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
taxdebtspecialists.co.za,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
taxdebtspecialistssa.co.za,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
taxdebtwizards.co.za,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
taxemigration.co.za,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
taxgenius.co.za,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
taxindaba.co.za,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
taxlawhouse.co.za,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
taxmatrix.co.za,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
taxmatters.co.za,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
taxmigration.co.za,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
taxmigration.com,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
taxpert.co.za,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
taxproafrica.co.za,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
taxreliefexperts.co.za,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
taxresolve.co.za,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
taxsamaritan.co.za,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
taxshark.co.za,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
taxshield.co.za,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
taxshopsa.co.za,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
taxsolutionssa.co.za,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
taxworx.co.za,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tcsa.co.za,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tcsouthafrica.co.za,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
telecom](https,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
teleportvisa.com,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
